Journal Report 1 (R4)	Number of Successful Full-text Article Requests by Month and Journal																				
SIMON FRASER UNIV																					
																					
Period covered by Report:																					
2013-01-01 to 2013-12-31																					
Date run:																					
2014-02-24																					
Journal	Publisher	Platform	Journal DOI	Proprietary Identifier	Print ISSN	Online ISSN	Reporting Period Total	Reporting Period HTML	Reporting Period PDF	Jan-2013	Feb-2013	Mar-2013	Apr-2013	May-2013	Jun-2013	Jul-2013	Aug-2013	Sep-2013	Oct-2013	Nov-2013	Dec-2013
University of Florida journal of law and public policy	Journal of Law & Public Policy	EBSCOhost		68347	1047-8035		16	1	15	0	3	2	0	0	0	2	2	2	3	2	0
University of Gaziantep Journal of Social Sciences	Usak University Journal of Social Sciences	EBSCOhost		568307	1303-0094		11	0	11	1	0	3	1	3	0	1	0	0	0	2	0
University of Kansas Law Review	University of Arkansas	EBSCOhost		44234	0083-4025	1942-9258	28	0	28	7	2	5	1	0	0	4	5	0	1	3	0
University of La Verne Law Review	"University of La Verne, College of Law"	EBSCOhost		458565	1944-382X		2	0	2	0	0	1	0	0	0	0	0	0	0	0	1
University of Louisville Law Review	University of Louisville School of Law	EBSCOhost		609080	1942-9274	1942-9266	39	0	39	8	7	11	1	1	1	5	0	0	0	5	0
"University of Maryland Law Journal of Race, Religion, Gender and Class"	University of Maryland School of Law	EBSCOhost		189358	1554-4796		23	0	23	0	1	0	1	0	4	1	0	1	3	9	3
University of Memphis Law Review	University of Memphis Law Review	EBSCOhost		68363	1080-8582		18	0	18	0	1	0	0	0	0	1	0	1	7	8	0
University of Miami Law Review	Latin American & Caribbean Center	EBSCOhost		68369	0041-9818		3	2	1	0	0	3	0	0	0	0	0	0	0	0	0
University of Michigan Journal of Law Reform	"University of Michigan, Rackham Graduate School"	EBSCOhost		68373	0363-602X		60	0	60	4	2	6	6	1	2	11	1	4	10	7	6
University of New Brunswick Law Journal	UNB Law Journal	EBSCOhost		273548	0836-6632		79	0	79	2	14	24	5	6	1	3	4	8	6	5	1
University of New Brunswick law journal.  revue de droit de l'Universitie du Nouveau-Brunswick	UNB Law Journal	EBSCOhost		165656	0077-8141		114	103	11	25	5	9	2	7	7	6	6	21	6	11	9
University of New South Wales law journal	Mediaweb Ltd	EBSCOhost		154203	0313-0096		64	2	62	0	4	8	3	5	0	5	0	6	11	19	3
University of Pennsylvania Law Review	University of Pennsylvania Law Review	EBSCOhost		68391	0041-9907	1942-8537	358	25	333	12	27	69	27	15	14	24	8	23	47	82	10
University of Pittsburgh Law Review	"University of Pittsburgh, School of Law"	EBSCOhost		68400	0041-9915	1942-8405	3	2	1	0	0	0	0	2	0	0	0	0	0	0	1
University of Queensland law journal	University of Queensland Press	EBSCOhost		68402	0083-4041		13	0	13	1	0	9	1	0	1	0	0	0	0	1	0
University of Sydney Papers in TESOL	Gregg Press	EBSCOhost		572793	1834-3198	1834-4712	2	0	2	0	0	0	0	0	1	0	0	0	0	1	0
University of Tennessee Advanced Studies in Pharmacy	"Galen Publishing, LLC"	EBSCOhost		459174	1558-0342		5	0	5	0	0	1	1	0	1	0	0	0	2	0	0
University of Toledo Law Review	"University of Toledo, College of Law"	EBSCOhost		67222	0042-0190		31	0	31	1	7	5	3	0	0	2	0	0	4	6	3
University of Toronto Faculty of Law Review	UNB Law Journal	EBSCOhost		68417	0381-1638		9	4	5	0	0	0	0	0	0	1	0	1	0	0	7
University of Toronto Law Journal	UTP/Canadian Journal of Women & the Law	EBSCOhost		390373	0042-0220	1710-1174	865	113	752	42	63	167	70	50	47	53	7	111	121	111	23
University of Toronto Law Journal	UTP/Canadian Journal of Women & the Law	EBSCOhost		68419	0042-0220	1710-1174	41	2	39	4	3	7	3	0	2	2	2	0	6	7	5
University of Toronto quarterly	UTP/Canadian Journal of Women & the Law	EBSCOhost		68421	0042-0247	1712-5278	2197	957	1240	105	137	338	293	52	143	72	79	64	250	519	145
UNIX Update	Worldwide Videotex	EBSCOhost		68444			8	0	8	1	2	1	0	3	0	0	0	1	0	0	0
UNLV Gaming Research and Review Journal	"University of Nevada, Las Vegas"	EBSCOhost		74315	1535-7589		133	0	133	21	6	12	7	6	7	14	0	4	29	24	3
Update	Elsevier Science	EBSCOhost		75776	0301-5718		42	42	0	1	4	6	1	1	0	0	0	5	7	17	0
Update: Applications of Research in Music Education	National Association for Music Education	EBSCOhost		68465	8755-1233	1945-0109	62	62	0	0	4	1	6	6	0	13	0	0	14	16	2
Update: Applications of Research in Music Education	Sage Publications Inc.	EBSCOhost		88013	8755-1233	1945-0109	105	105	0	8	5	13	6	3	3	0	7	3	18	34	5
Update on Law-Related Education	Alabama State Bar Association	EBSCOhost		68464	0147-8648		15	15	0	0	0	6	0	0	0	0	0	0	0	9	0
UPI Business	Elsevier Science	EBSCOhost		277439			3	3	0	0	0	0	0	0	0	0	0	0	2	1	0
UPI Emerging Threats - Briefs	United Press International	EBSCOhost		465484			1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
UPI NewsTrack (Consumer Health)	United Press International	EBSCOhost		1054814			7	7	0	0	0	0	0	0	0	1	0	0	1	5	0
UPI Quirks in the News	Elsevier Science	EBSCOhost		277444			2	2	0	0	0	0	0	0	0	0	0	0	0	2	0
UPI Sports	Elsevier Science	EBSCOhost		277447			7	7	0	0	0	0	0	0	0	0	0	0	0	7	0
UPI Top News	United Press International	EBSCOhost		763831			26	26	0	0	0	0	0	1	1	0	0	0	4	20	0
Upstart Crow	Upstart Crow: A Shakespeare Journal	EBSCOhost		169493	0886-2168		24	0	24	0	0	8	3	0	0	0	0	1	8	3	1
Urban Ecosystems	Springer Science & Business Media B.V.	EBSCOhost		68493	1083-8155	1573-1642	8	0	8	1	2	1	0	0	1	0	0	0	0	0	3
Urban forum	Akademiai Kiado	EBSCOhost		68495	1015-3802	1874-6330	79	0	79	11	17	2	12	2	1	0	1	6	6	18	3
Urban History Review. Revue d'histoire urbaine	Becker Associates	EBSCOhost		68498	0703-0428	1918-5138	232	0	232	9	40	38	13	62	5	3	5	5	28	17	7
Urban Lawyer	Alabama State Bar Association	EBSCOhost		96528	0042-0905	1942-6593	121	121	0	1	9	16	19	5	9	2	3	3	25	29	0
Urban Library Journal	Urban Library Journal	EBSCOhost		68509	1944-9674	1944-9682	7	2	5	0	0	3	0	0	0	0	0	0	1	3	0
The Urban Review	Springer Science & Business Media B.V.	EBSCOhost		68515	0042-0972	1573-1960	244	0	244	32	30	55	25	5	15	12	7	6	24	17	16
Urban Studies	"Sage Publications, Ltd."	EBSCOhost		68517	0042-0980	1360-063X	978	259	719	51	63	145	63	31	55	47	31	99	141	193	59
Urban Water Journal	Wayne State University Press	EBSCOhost		162680	1573-062X	1744-9006	31	0	31	0	3	3	0	3	5	1	0	2	3	8	3
Urbani Izziv	Urban Planning Institute of the Republic of Slovenia	EBSCOhost		785794	0353-6483	1855-8399	11	0	11	1	7	0	0	0	0	2	0	0	0	1	0
Urbanism. Arhitectur_. Construc_ii = Urbanism. Architecture. Constructions	National Research & Development Institute URBAN-INCERC	EBSCOhost		1404660	2069-0509	2069-6469	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Urbano	Universidad del Bio-Bio	EBSCOhost		339731	0717-3997	0718-3607	4	0	4	0	0	0	0	0	1	0	0	0	0	3	0
Urethanes Technology	Crain Communications Inc. (MI)	EBSCOhost		68527	0265-637X		1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
Urethanes Technology International	Crain Communications Inc. (MI)	EBSCOhost		355632	1754-1352		13	13	0	0	2	2	0	1	1	0	0	7	0	0	0
Urgent Communications	"Penton Media, Inc."	EBSCOhost		49441	1945-4384		22	0	22	0	6	3	1	0	1	0	1	0	4	6	0
Uro-Gram	"Society of Urologic Nurses & Associates, Inc."	EBSCOhost		279433	1074-8687		4	0	4	0	0	0	0	0	0	0	0	1	0	3	0
Urologia	Wichtig Editore	EBSCOhost		463450	0391-5603		11	0	11	1	0	2	0	2	2	0	1	2	0	1	0
Urologia Internationalis	Czech Medical Association of JE Purkyne	EBSCOhost		68531	0042-1138	1423-0399	115	0	115	9	6	23	5	13	2	13	12	8	4	13	7
Urologic nursing	"Jannetti Publications, Inc."	EBSCOhost		68532	1053-816X		1483	0	1483	126	121	214	70	88	53	46	43	167	262	240	53
Urological Research	Springer Science & Business Media B.V.	EBSCOhost		68534	0300-5623	1434-0879	23	0	23	3	0	4	0	0	0	2	4	0	9	0	1
Urology Annals	Medknow Publications & Media Pvt. Ltd.	EBSCOhost		483663	0974-7796	0974-7834	4	0	4	0	0	0	0	1	1	0	0	1	0	1	0
Urology Journal	Urology / Nephrology Research Center (UNRC)	EBSCOhost		269758	1735-1308	1735-546X	15	0	15	1	3	2	3	0	2	0	1	2	0	1	0
Urology times	Advanstar Communications Inc.	EBSCOhost		68537	0093-9722	2150-7384	182	9	173	15	28	44	5	9	6	12	3	19	19	18	4
Urology Times - Clinical Edition	Advanstar Communications Inc.	EBSCOhost		558423			12	0	12	0	2	1	0	2	0	1	3	3	0	0	0
UroOncology	Wayne State University Press	EBSCOhost		68538	1561-0950	1477-2795	2	0	2	0	0	1	0	1	0	0	0	0	0	0	0
UroToday International Journal	"Digital Science Press, Inc."	EBSCOhost		898449	1944-5784		5	0	5	1	0	0	1	0	0	1	1	0	0	1	0
Ursus : an official publication of the International Association for Bear Research and Management	International Association for Bear Research & Management	EBSCOhost		173182	1537-6176	1938-5439	87	0	87	0	34	1	1	5	2	0	0	0	5	37	2
URVIO - Revista Latinoamericana de Seguridad Ciudadana	FLACSO - Ecuador (Facultad Latinoamericana de Ciencias Sociales)	EBSCOhost		490358	1390-3691		6	0	6	0	0	4	0	0	0	0	0	1	0	1	0
U.S. Army Medical Department Journal	U.S. Army Medical Department	EBSCOhost		358501	1524-0436		179	0	179	25	11	19	17	6	2	30	3	4	15	40	7
U.S. Banker	"SourceMedia, Inc."	EBSCOhost		81026	0148-8848		33	0	33	1	0	10	1	0	1	4	1	2	5	6	2
US Black Engineer and Information Technology	Career Communications Group Inc.	EBSCOhost		72322	1088-3444		15	0	15	0	0	6	2	1	1	2	0	1	0	2	0
US Business Review	Phoenix Media Corporation LLC	EBSCOhost		200555	1552-6313		24	0	24	3	4	1	0	0	3	3	1	2	4	3	0
U.S. Catholic	Claretian Publications	EBSCOhost		68038	0041-7548		750	392	358	69	63	136	113	16	33	82	13	28	58	109	30
U.S. Catholic Historian	"Philosophy Education Society, Inc."	EBSCOhost		434623	0735-8318	1947-8224	3	0	3	0	0	1	0	0	0	0	0	0	0	2	0
US Department of State dispatch	Superintendent of Documents	EBSCOhost		22929	1051-7693		170	167	3	3	18	52	36	9	2	13	1	3	11	17	5
U.S. Kids	Children's Better Health Institute	EBSCOhost		68027	0895-9471		7	5	2	5	1	0	0	0	0	0	0	0	0	1	0
U.S. Naval Institute Proceedings	United States Naval Institute	EBSCOhost		196347	0041-798X		507	499	8	28	29	112	39	21	43	35	6	15	41	119	19
U.S. News Digital Weekly	"US News & World Report, L.P."	EBSCOhost		675481			743	743	0	49	38	105	59	21	53	88	8	35	92	168	27
US News Online		EBSCOhost		902931			1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
U.S. News & World Report	"US News & World Report, L.P."	EBSCOhost		68054	0041-5537	2169-9283	4163	4118	45	244	428	891	396	181	200	295	77	245	385	694	127
U.S. Rail News	NIBM Division of Capital Info Group	EBSCOhost		68061	0275-3758		3	0	3	0	0	0	0	1	0	0	0	0	0	0	2
"USA Today (Arlington, VA)"	USA Today	EBSCOhost		68580	0734-7456		7700	7700	0	355	638	983	557	264	386	595	93	552	1196	1720	361
USA Today (Farmingdale) (Magazine)	Society for the Advancement of Education	EBSCOhost		68581	0161-7389		2684	1974	710	144	261	519	218	118	190	205	49	117	335	464	64
USAK Yearbook of International Politics and Law	International Strategic Research Organization	EBSCOhost		609109	1308-0334		13	0	13	1	0	4	1	0	0	0	0	0	1	5	1
USAK Yearbook of Politics & International Relations	International Strategic Research Organization	EBSCOhost		1582208			1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
US-China Education Review	David Publishing	EBSCOhost		361392	1548-6613		22	0	22	4	5	3	2	3	3	2	0	0	0	0	0
US-China Education Review A		EBSCOhost			2161-623X		17	0	17	0	5	3	4	2	0	2	1	0	0	0	0
US-China Education Review B		EBSCOhost			2161-6248		22	0	22	2	2	8	3	1	1	4	1	0	0	0	0
US-China Foreign Language	David Publishing	EBSCOhost		355817	1539-8080		279	0	279	29	35	111	20	15	36	23	10	0	0	0	0
US-China Law Review	David Publishing	EBSCOhost		359259	1548-6605		79	0	79	10	6	39	4	3	4	12	1	0	0	0	0
US-China Today	University of Southern California (USC U.S. - China Institute)	EBSCOhost		927738			2	2	0	0	0	2	0	0	0	0	0	0	0	0	0
Use of English	English Association	EBSCOhost		1162111	0042-1243		11	0	11	0	0	0	0	0	0	1	0	2	3	5	0
User Modeling and User-Adapted Interaction	Springer Science & Business Media B.V.	EBSCOhost		68608	0924-1868	1573-1391	15	0	15	1	0	1	0	0	1	1	0	0	3	6	2
Usuteaduslik Ajakiri	Otto Harrassowitz Verlag	EBSCOhost		891989	1406-6564		2	0	2	0	0	0	0	0	0	0	0	0	0	2	0
Utah Bar Journal	Utah State Bar	EBSCOhost		68622	0091-9691		37	2	35	0	2	6	2	2	2	2	2	3	10	4	2
Utah Business	Utah Business Magazine	EBSCOhost		68624	1091-1707		25	0	25	0	0	1	1	1	3	0	0	1	16	2	0
Utah Historical Quarterly	Division of State History/Utah State Historical Society	EBSCOhost		656553	0042-143X		13	0	13	0	12	0	0	0	0	0	0	0	0	1	0
Utah Law Review	Western Humanities Review	EBSCOhost		68628	0042-1448	1942-8529	118	0	118	4	13	30	4	11	2	4	1	7	9	31	2
Utah Science	Utah State University	EBSCOhost		92585	0042-1502		1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Utilitas	Cambridge University Press	EBSCOhost		68632	0953-8208	1741-6183	195	23	172	8	33	35	36	6	10	12	2	8	9	27	9
Utility Automation & Engineering T&D	Wiley eBooks	EBSCOhost		144135	1547-6723		14	0	14	2	1	6	0	0	0	3	0	0	0	1	1
Utility Week	Faversham House Ltd.	EBSCOhost		68642	1356-5532		137	137	0	9	17	36	6	4	15	5	3	8	9	20	5
Utopian Studies	Pennsylvania State University Press	EBSCOhost		68646	1045-991X	2154-9648	672	222	450	34	53	105	34	26	80	26	56	34	95	119	10
Utopía y Praxis Latinoamericana	Revista Kasmera	EBSCOhost		194702	1316-5216	1317-8369	9	0	9	1	0	3	2	0	0	0	1	1	1	0	0
Utrecht law review	Transaction Publishers	EBSCOhost		195166		1871-515X	17	0	17	0	4	6	3	0	0	0	1	0	0	2	1
"UWM Post (Milwaukee, WI)"	UWM Post Co.	EBSCOhost		68654	1524-0517		7	3	4	0	0	2	0	0	0	0	0	1	1	3	0
Uxbridge Times-Journal	Toronto Star Newspapers LTD.	EBSCOhost		155470	0834-7336		2	2	0	0	0	0	0	2	0	0	0	0	0	0	0
Vaccination? The Choice is Yours!	Australian Vaccination Network	EBSCOhost		68668			1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Vaccine: Development and Therapy	Dove Medical Press Ltd	EBSCOhost		1431834		2230-2298	10	0	10	0	0	2	0	0	0	0	0	1	0	6	1
Valahian Journal of Historical Studies		EBSCOhost		576817	1584-2525		17	0	17	1	0	6	3	2	2	0	0	0	2	1	0
"Valley morning star (Harlingen, TX)"	Freedom Newspapers	EBSCOhost		157872			1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
"Valley News Dispatch (Tarentum, PA)"	Mcclatchy-Tribune Information Services	EBSCOhost		271764			4	4	0	0	0	3	0	0	0	0	0	0	0	1	0
Valley Voices: A Literary Review	Valley Voices: A Literary Review	EBSCOhost		491825	1553-7668		3	0	3	0	0	1	1	0	0	0	0	0	0	1	0
Valparaiso University Law Review	Valparaiso University School of Law	EBSCOhost		68682	0042-2363		5	3	2	1	0	0	0	0	0	0	0	0	4	0	0
Value Examiner	National Association of Certified Valuation Analysts	EBSCOhost		384230	1094-3137		13	0	13	0	1	3	2	0	0	0	0	0	2	5	0
Value in Health	Medical Education Solutions Ltd	EBSCOhost		777149	1098-3015	1524-4733	6	0	6	0	0	1	1	0	0	0	1	0	2	1	0
Value in Health (Wiley)	Springer eBooks	EBSCOhost		68688	1098-3015	1524-4733	208	0	208	19	21	25	31	12	14	19	10	13	23	12	9
Value Retail News	International Council of Shopping Centers	EBSCOhost		345113	1523-3693		50	0	50	7	2	1	2	15	1	6	0	7	6	3	0
Vancouver Magazine	CEDROM-SNi	EBSCOhost		68698	0380-9552		28	0	28	0	0	5	6	0	1	8	2	0	2	3	1
Vanderbilt Journal of Entertainment and Technology Law	Afro-Hispanic Review	EBSCOhost		356497	1942-678X	1942-6771	58	0	58	0	1	4	1	0	1	8	0	2	15	23	3
Vanderbilt Journal of Transnational Law	Afro-Hispanic Review	EBSCOhost		68702	0090-2594		213	0	213	4	24	68	27	2	6	7	2	7	21	41	4
Vanderbilt Law Review	Afro-Hispanic Review	EBSCOhost		68703	0042-2533	1942-9886	85	0	85	4	10	15	8	3	3	3	0	9	7	20	3
Vanguard (American Antiquarian Society Historical Periodicals)	American Antiquarian Society Historical Periodicals	EBSCOhost		911785			3	3	0	0	0	0	0	0	0	0	0	3	0	0	0
Vanguard (LA Gay & Lesbian Center)	L.A. Gay & Lesbian Center	EBSCOhost		491586			8	0	8	0	0	0	0	0	0	0	0	0	8	0	0
Vanity Fair (1859)	American Antiquarian Society Historical Periodicals	EBSCOhost		911786			4	4	0	0	0	0	0	0	0	0	4	0	0	0	0
Variety	Reed Business Information	EBSCOhost		68722	0042-2738		381	231	150	22	11	67	49	2	1	15	3	32	44	115	20
Variety Movie Reviews	BNP Media	EBSCOhost		349233			50	50	0	2	10	18	5	0	1	0	0	0	4	8	2
Varstvoslovje	Faculty of Criminal Justice and Security - University of Maribor	EBSCOhost		1901425	1580-0253		16	0	16	0	0	0	0	0	0	0	1	2	3	9	1
Vascular Cell	Ministerie van Volksgezondheid en Leefmilieu	EBSCOhost		788724		2045-824X	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Vascular medicine	"Sage Publications, Ltd."	EBSCOhost		68726	1358-863X	1477-0377	53	0	53	2	6	6	4	0	6	0	2	2	5	6	14
Vascular: Official Journal of the International Society for Vascular Surgery	"Sage Publications, Ltd."	EBSCOhost		129899	1708-5381	1708-539X	53	0	53	7	7	4	9	0	0	2	3	8	4	6	3
Vascular surgery	Sage Publications Inc.	EBSCOhost		68728	0042-2835		4	0	4	0	1	0	0	0	0	0	0	2	0	1	0
Vascular and Endovascular Surgery (Sage)	Sage Publications Inc.	EBSCOhost		68725	1538-5744	1938-9116	102	0	102	2	8	8	3	11	7	7	4	8	21	20	3
VAX	International AIDS Vaccine Initiative	EBSCOhost		481888			1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
VdGSA News	Viola da Gamba Society	EBSCOhost		375456	0506-306X		3	0	3	0	0	0	0	0	0	0	0	2	0	1	0
Vegetable Crops Research Bulletin	Versita	EBSCOhost		461249	1506-9427	1898-7761	6	0	6	0	0	3	0	0	3	0	0	0	0	0	0
Vegetarian Journal	Vegetarian Resource Group	EBSCOhost		68740	0885-7636		119	6	113	8	32	14	5	2	5	11	2	0	20	16	4
Vegetarian Times	"Active Interest Media, Inc."	EBSCOhost		68741	0164-8497		1047	742	305	57	149	163	68	59	88	75	19	45	124	173	27
Velocity	Strategic Account Management Association	EBSCOhost		453611	1540-6016		37	0	37	0	3	2	1	1	0	0	0	12	9	9	0
Velvet Light Trap	University of Texas Press	EBSCOhost		68752	0149-1830	1542-4251	389	0	389	9	25	82	31	5	16	27	3	21	53	98	19
Vending International	"Datateam Publishing, Ltd."	EBSCOhost		162413	1740-2727		118	0	118	24	8	17	2	0	2	1	0	9	26	25	4
Venezuela Mining Report	Business Monitor International	EBSCOhost		576702	1755-859X		2	0	2	0	1	0	0	0	0	0	0	0	0	1	0
Ventura County Star (CA)	Ventura County Star Free Press	EBSCOhost		73494			6	6	0	0	2	3	0	0	0	0	0	0	0	1	0
Venture capital : an international journal of entrepreneurial finance	University of South Australia	EBSCOhost		68773	1369-1066	1464-5343	22	0	22	8	0	2	3	3	0	0	2	0	3	1	0
Venulex Legal Summaries	Venulex	EBSCOhost		462924			82	0	82	3	11	7	3	4	6	6	2	8	11	21	0
Veranda	Hearst Brand Development	EBSCOhost		125672	1040-8150		25	25	0	4	1	9	3	0	2	0	0	3	1	2	0
Verbum et Ecclesia	Perspectives in Education	EBSCOhost		91496	1609-9982	2074-7705	25	0	25	1	3	0	0	1	0	0	2	0	2	15	1
Veritas	Editora Universitaria da PUCRS-EDIPUCRS	EBSCOhost		374383	0042-3955	1984-6746	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Vermont Connection	CSIRO Publishing	EBSCOhost		910081			2	0	2	0	0	1	0	0	0	1	0	0	0	0	0
Vermont history	Vermont Historical Society	EBSCOhost		361627	0042-4161	1544-3043	21	16	5	0	0	0	0	0	0	0	0	4	16	1	0
Vermont journal of environmental law	Vermont Law School	EBSCOhost		195128	1936-4253	1936-4261	10	0	10	0	0	0	0	3	3	2	0	0	0	2	0
Vermont Law Review	Vermont Law School	EBSCOhost		68798	0145-2908		83	1	82	5	14	13	7	3	2	3	0	5	6	21	4
Vermont Medical Journal	American Antiquarian Society Historical Periodicals	EBSCOhost		1151755			1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Vermont Nurse Connection	Vermont State Nurses Association	EBSCOhost		101338	1529-4609		64	4	60	6	6	3	4	0	5	5	0	7	16	9	3
Vermont Registered Nurse	Vermont State Nurses Association	EBSCOhost		2388155	0191-1880		9	9	0	0	0	6	3	0	0	0	0	0	0	0	0
Vernacular Architecture	Maney Publishing	EBSCOhost		273587	0305-5477	1749-6292	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Vertigo (London)	La Revue Electronique en Sciences de l'Environnement VertigO	EBSCOhost		224386	0968-7904		1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Vestnik Baltijskogo Gederalnogo Universiteta Im. I. Kanta	Immanuel Kant State Univ. of Russia Federal State Educational Inst. of Higher Professional Training	EBSCOhost		970011	2223-2095		104	0	104	3	4	11	10	0	3	12	0	9	18	22	12
Vestnik Volgogradskogo Gosudarstvennogo Arhitekturno-Stroitelnogo Universiteta. Seriya : Stroitelstvo i Arhitektura	Volgograd State University of Architecture & Civil Engineering	EBSCOhost		731058	1815-4360	2078-1954	2	0	2	0	0	1	0	0	0	0	0	1	0	0	0
Veterinaria Mexico	Facultad de Medicina Veterinaria y Zootecnia UNAM	EBSCOhost		101183	0301-5092		10	0	10	2	0	4	0	0	2	1	0	0	0	1	0
Veterinarija ir Zootechnika	Lithuanian Veterinary Academy	EBSCOhost		184921	1392-2130		13	0	13	3	2	1	3	2	0	0	0	0	0	1	1
Veterinary anaesthesia and analgesia	Wiley-Blackwell	EBSCOhost		80875	1467-2987	1467-2995	19	0	19	3	2	2	2	3	1	0	0	2	0	2	2
Veterinary Clinical Pathology	Wiley-Blackwell	EBSCOhost		95875	0275-6382	1939-165X	11	0	11	0	0	0	0	0	2	0	1	0	1	6	1
Veterinary Dermatology	Wiley-Blackwell	EBSCOhost		68850	0959-4493	1365-3164	24	0	24	0	2	4	0	4	0	0	1	4	6	1	2
Veterinary Ireland Journal	"IFP Media, Ltd."	EBSCOhost		899782	2009-3942		108	0	108	0	0	0	2	8	3	41	8	2	16	26	2
Veterinary Medicine	Advanstar Communications Inc.	EBSCOhost		68856	8750-7943		5	0	5	0	0	0	0	2	0	1	0	0	0	2	0
Veterinary Medicine International	Springer Science & Business Media B.V.	EBSCOhost		591947	2090-8113	2042-0048	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Veterinary Nursing Journal	"American Physical Therapy Association, Oncology Section"	EBSCOhost		785645	1741-5349	2045-0648	41	41	0	5	1	1	3	0	0	1	5	4	6	10	5
Veterinary ophthalmology	Wiley-Blackwell	EBSCOhost		68860	1463-5216	1463-5224	16	0	16	0	3	5	3	0	0	0	0	0	3	2	0
Veterinary radiology and ultrasound	Wiley-Blackwell	EBSCOhost		95780	1058-8183	1740-8261	23	0	23	0	0	0	0	2	0	1	0	0	3	8	9
Veterinary surgery	Wiley-Blackwell	EBSCOhost		68870	0161-3499	1532-950X	14	0	14	0	3	0	3	1	2	0	0	0	1	2	2
Veterinary world	Veterinary World	EBSCOhost		428274	0972-8988	2231-0916	67	0	67	12	8	11	4	1	1	4	0	1	11	13	1
Veterinary and comparative oncology	Wiley-Blackwell	EBSCOhost		100729	1476-5810	1476-5829	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
Veterinární Medicína	Czech Academy of Agricultural Sciences (CAAS)	EBSCOhost		126105	0375-8427	1805-9392	7	0	7	0	0	1	0	0	0	2	3	0	1	0	0
The Veto	Dramatist's Play Service	EBSCOhost		1423334			1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
Vetus Testamentum	Brill Academic Publishers	EBSCOhost		68871	0042-4935	1568-5330	414	0	414	17	32	44	48	25	21	24	23	31	45	72	32
Vezetéstudomány / Budapest Management Review	Emerald Group Publishing Limited	EBSCOhost		568254	0133-0179		11	0	11	0	1	6	0	0	0	1	0	1	0	2	0
Via Satellite	"Access Intelligence LLC d/b/a PBI Media, LLC"	EBSCOhost		68882	1041-0643		62	62	0	1	5	7	2	2	5	0	1	2	28	9	0
VIAL: Vigo International Journal of Applied Linguistics	Universidade de Vigo	EBSCOhost		571350	1697-0381		3	0	3	0	0	1	0	0	1	0	0	1	0	0	0
Victims & Offenders	University of South Australia	EBSCOhost		196157	1556-4886	1556-4991	547	0	547	23	42	146	39	11	25	32	6	36	52	123	12
Victor Harbor Times	Fairfax Media Management Pty Ltd	EBSCOhost		793676			1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
Victoria	Hearst Brand Development	EBSCOhost		68898	1040-6883		31	31	0	6	1	5	0	2	0	1	2	0	5	8	1
Victoria Advocate (TX)	Victoria Advocate	EBSCOhost		68899			1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Victoria University of Wellington Law Review	"Victoria University, Business & Law"	EBSCOhost		164560	1171-042X	1179-3082	28	1	27	0	1	7	0	2	3	2	1	4	3	5	0
Victorian Homes	"Beckett Media, LLC"	EBSCOhost		487691	0744-415X		2	0	2	0	0	0	0	0	0	0	0	0	2	0	0
Victorian journal of music education	"Australian Society for Music Education, Inc."	EBSCOhost		411467	1036-6318		8	0	8	0	0	2	0	0	0	1	0	4	0	1	0
Victorian Newsletter	Victorian Newsletter	EBSCOhost		68905	0042-5192		8	0	8	0	0	0	0	0	0	2	2	0	2	1	1
Victorian Poetry	West Virginia University Press	EBSCOhost		68908	0042-5206	1530-7190	359	88	271	18	42	37	88	9	22	7	16	21	37	46	16
Victorian Review	Victorian Studies Association of Western Canada	EBSCOhost		100058	0848-1512	1923-3280	203	55	148	33	18	15	15	1	7	1	0	10	67	36	0
Victorian Studies	Ashgate Publishing Ltd.	EBSCOhost		68910	0042-5222	1527-2052	1129	147	982	34	94	252	153	25	92	44	75	43	84	201	32
Victorians Institute Journal	Victorians Institute Journal	EBSCOhost		345241	0886-3865		13	0	13	0	0	0	0	1	0	4	0	0	3	4	1
Video Librarian	Video Librarian	EBSCOhost		126010	0887-6851		136	0	136	5	10	24	8	2	7	12	4	6	26	29	3
Video Store Magazine	Questex Media Group	EBSCOhost		68922	1541-1737		27	0	27	1	1	3	3	2	0	1	1	1	4	6	4
Video Systems	"Penton Media, Inc."	EBSCOhost		593358	0361-0942		3	0	3	0	0	1	0	0	0	1	0	0	0	1	0
